Rank,Name,Birth Date,Age,Debut,Final Game,Team,Profile Link
#,Name,Address,Age,Born on,First Game,Last Game,
488.,Denny McLain,,81.080,03-29-1944,09-21-1963,09-12-1972,https://www.baseball-almanac.com/players/player.php?p=mclaide01
489.,Bill Stoneman,,81.071,04-07-1944,07-16-1967,06-30-1974,https://www.baseball-almanac.com/players/player.php?p=stonebi01
490.,Terry Harmon,,81.066,04-12-1944,07-23-1967,10-02-1977,https://www.baseball-almanac.com/players/player.php?p=harmote01
491.,Bob Montgomery,,81.062,04-16-1944,09-06-1970,09-09-1979,https://www.baseball-almanac.com/players/player.php?p=montgbo01
492.,Bill Singer,,81.054,04-24-1944,09-24-1964,07-16-1977,https://www.baseball-almanac.com/players/player.php?p=singebi01
493.,Ken Tatum,,81.053,04-25-1944,05-28-1969,07-01-1974,https://www.baseball-almanac.com/players/player.php?p=tatumke01
494.,Leon McFadden,,81.052,04-26-1944,09-06-1968,04-28-1970,https://www.baseball-almanac.com/players/player.php?p=mcfadle01
495.,Masanori Murakami,,81.042,05-06-1944,09-01-1964,10-01-1965,https://www.baseball-almanac.com/players/player.php?p=murakma01
496.,Jim Driscoll,,81.034,05-14-1944,06-17-1970,05-26-1972,https://www.baseball-almanac.com/players/player.php?p=driscji01
497.,Roger Nelson,,81.010,06-07-1944,09-09-1967,09-23-1976,https://www.baseball-almanac.com/players/player.php?p=nelsoro02
498.,Frank Reberger,,81.010,06-07-1944,06-06-1968,09-24-1972,https://www.baseball-almanac.com/players/player.php?p=reberfr01
499.,Ron Swoboda,,80.352,06-30-1944,04-12-1965,09-30-1973,https://www.baseball-almanac.com/players/player.php?p=swoboro01
500.,Fred Rico,,80.348,07-04-1944,09-01-1969,10-02-1969,https://www.baseball-almanac.com/players/player.php?p=ricofr01
501.,Sonny Jackson,,80.343,07-09-1944,09-27-1963,07-09-1974,https://www.baseball-almanac.com/players/player.php?p=jacksso01
502.,Sparky Lyle,,80.330,07-22-1944,07-04-1967,09-27-1982,https://www.baseball-almanac.com/players/player.php?p=lylesp01
503.,Buddy Bradford,,80.327,07-25-1944,09-09-1966,07-24-1976,https://www.baseball-almanac.com/players/player.php?p=bradfbu01
504.,Fred Scherman,,80.327,07-25-1944,04-26-1969,07-06-1976,https://www.baseball-almanac.com/players/player.php?p=scherfr01
505.,Doug Rader,,80.322,07-30-1944,07-31-1967,10-02-1977,https://www.baseball-almanac.com/players/player.php?p=raderdo02
506.,Frank Brosseau,,80.321,07-31-1944,09-10-1969,06-13-1971,https://www.baseball-almanac.com/players/player.php?p=brossfr01
507.,Chris Coletta,,80.319,08-02-1944,08-15-1972,10-01-1972,https://www.baseball-almanac.com/players/player.php?p=coletch01
508.,Rich Nye,,80.317,08-04-1944,09-16-1966,08-05-1970,https://www.baseball-almanac.com/players/player.php?p=nyeri01
509.,Mike Compton,,80.306,08-15-1944,04-17-1970,08-30-1970,https://www.baseball-almanac.com/players/player.php?p=comptmi01
510.,Graig Nettles,,80.301,08-20-1944,09-06-1967,10-01-1988,https://www.baseball-almanac.com/players/player.php?p=nettlgr01
511.,Dick Smith,,80.296,08-25-1944,08-20-1969,09-27-1969,https://www.baseball-almanac.com/players/player.php?p=smithdi03
512.,Johnny Hairston,,80.294,08-27-1944,09-06-1969,09-18-1969,https://www.baseball-almanac.com/players/player.php?p=hairsjo01
513.,Jim Hibbs,,80.280,09-10-1944,04-12-1967,05-13-1967,https://www.baseball-almanac.com/players/player.php?p=hibbsji01
514.,Chuck Brinkman,,80.274,09-16-1944,07-10-1969,08-04-1974,https://www.baseball-almanac.com/players/player.php?p=brinkch01
515.,Russ Nagelson,,80.271,09-19-1944,09-11-1968,10-01-1970,https://www.baseball-almanac.com/players/player.php?p=nagelru01
516.,Jim Fairey,,80.268,09-22-1944,04-14-1968,09-26-1973,https://www.baseball-almanac.com/players/player.php?p=faireji01
517.,Gene Rounsaville,,80.263,09-27-1944,04-07-1970,04-29-1970,https://www.baseball-almanac.com/players/player.php?p=rounsge01
518.,Tony La Russa,,80.256,10-04-1944,05-10-1963,04-06-1973,https://www.baseball-almanac.com/players/player.php?p=larusto01
519.,Freddie Patek,,80.251,10-09-1944,06-03-1968,10-03-1981,https://www.baseball-almanac.com/players/player.php?p=patekfr01
520.,Mike Fiore,,80.249,10-11-1944,09-21-1968,07-02-1972,https://www.baseball-almanac.com/players/player.php?p=fioremi01
521.,Rich Robertson,,80.246,10-14-1944,09-10-1966,07-20-1971,https://www.baseball-almanac.com/players/player.php?p=roberri01
522.,Dick Such,,80.245,10-15-1944,04-06-1970,07-17-1970,https://www.baseball-almanac.com/players/player.php?p=suchdi01
523.,Jim Rittwage,,80.237,10-23-1944,09-07-1970,09-30-1970,https://www.baseball-almanac.com/players/player.php?p=rittwji01
524.,Skip Guinn,,80.235,10-25-1944,05-07-1968,09-24-1971,https://www.baseball-almanac.com/players/player.php?p=guinnsk01
525.,Gary Neibauer,,80.231,10-29-1944,04-12-1969,09-30-1973,https://www.baseball-almanac.com/players/player.php?p=neibaga01
526.,Lee Bales,,80.195,12-04-1944,08-07-1966,10-01-1967,https://www.baseball-almanac.com/players/player.php?p=balesle01
527.,Tony Horton,,80.193,12-06-1944,07-31-1964,08-28-1970,https://www.baseball-almanac.com/players/player.php?p=hortoto01
528.,Del Unser,,80.190,12-09-1944,04-10-1968,06-06-1982,https://www.baseball-almanac.com/players/player.php?p=unserde01
529.,Steve Renko,,80.189,12-10-1944,06-27-1969,08-28-1983,https://www.baseball-almanac.com/players/player.php?p=renkost01
530.,Stan Bahnsen,,80.184,12-15-1944,09-09-1966,10-02-1982,https://www.baseball-almanac.com/players/player.php?p=bahnsst01
531.,Steve Hovley,,80.181,12-18-1944,06-26-1969,09-28-1973,https://www.baseball-almanac.com/players/player.php?p=hovlest01
532.,Steve Carlton,,80.177,12-22-1944,04-12-1965,04-23-1988,https://www.baseball-almanac.com/players/player.php?p=carltst01
533.,Ray Lamb,,80.171,12-28-1944,08-01-1969,09-28-1973,https://www.baseball-almanac.com/players/player.php?p=lambra01
534.,Jose Morales,,80.169,12-30-1944,08-13-1973,06-04-1984,https://www.baseball-almanac.com/players/player.php?p=moraljo01
535.,Bob Schroder,,80.169,12-30-1944,04-20-1965,09-29-1968,https://www.baseball-almanac.com/players/player.php?p=schrobo01
536.,Jesus Hernaiz,,80.160,01-08-1945,06-14-1974,09-13-1974,https://www.baseball-almanac.com/players/player.php?p=hernaje01
537.,Paul Gilliford,,80.156,01-12-1945,09-20-1967,09-24-1967,https://www.baseball-almanac.com/players/player.php?p=gillipa01
538.,Bob Reed,,80.156,01-12-1945,09-05-1969,09-30-1970,https://www.baseball-almanac.com/players/player.php?p=reedbo01
539.,Wally Bunker,,80.143,01-25-1945,09-29-1963,05-26-1971,https://www.baseball-almanac.com/players/player.php?p=bunkewa01
540.,Jim Nash,,80.128,02-09-1945,07-03-1966,09-30-1972,https://www.baseball-almanac.com/players/player.php?p=nashji01
541.,John Paciorek,,80.126,02-11-1945,09-29-1963,09-29-1963,https://www.baseball-almanac.com/players/player.php?p=paciojo01
542.,Bob Terlecki,,80.123,02-14-1945,08-16-1972,10-01-1972,https://www.baseball-almanac.com/players/player.php?p=terlebo01
543.,Ross Moschitto,,80.122,02-15-1945,04-15-1965,09-25-1967,https://www.baseball-almanac.com/players/player.php?p=moschro01
544.,Tom Shopay,,80.116,02-21-1945,09-17-1967,09-30-1977,https://www.baseball-almanac.com/players/player.php?p=shopato01
545.,Gary Moore,,80.113,02-24-1945,05-03-1970,05-23-1970,https://www.baseball-almanac.com/players/player.php?p=moorega01
546.,Steve Hertz,,80.111,02-26-1945,04-21-1964,06-07-1964,https://www.baseball-almanac.com/players/player.php?p=hertzst01
547.,Jim Panther,,80.108,03-01-1945,04-05-1971,08-02-1973,https://www.baseball-almanac.com/players/player.php?p=panthji01
548.,Horacio Pina,,80.097,03-12-1945,08-14-1968,10-01-1978,https://www.baseball-almanac.com/players/player.php?p=pinaho01
549.,Jim Ellis,,80.084,03-25-1945,08-11-1967,07-12-1969,https://www.baseball-almanac.com/players/player.php?p=ellisji01
550.,Dick Woodson,,80.079,03-30-1945,04-08-1969,07-08-1974,https://www.baseball-almanac.com/players/player.php?p=woodsdi01
551.,Mike Kekich,,80.076,04-02-1945,06-09-1965,10-01-1977,https://www.baseball-almanac.com/players/player.php?p=kekicmi01
552.,Reggie Smith,,80.076,04-02-1945,09-18-1966,10-03-1982,https://www.baseball-almanac.com/players/player.php?p=smithre06
553.,Jerry Hinsley,,80.069,04-09-1945,04-18-1964,09-22-1967,https://www.baseball-almanac.com/players/player.php?p=hinslje01
554.,Ted Sizemore,,80.063,04-15-1945,04-07-1969,05-27-1980,https://www.baseball-almanac.com/players/player.php?p=sizemte01
555.,Dennis Paepke,,80.061,04-17-1945,06-02-1969,10-02-1974,https://www.baseball-almanac.com/players/player.php?p=paepkde01
556.,Mike Paul,,80.060,04-18-1945,05-27-1968,04-16-1974,https://www.baseball-almanac.com/players/player.php?p=paulmi01
557.,Tommy Gramly,,80.059,04-19-1945,04-18-1968,05-14-1968,https://www.baseball-almanac.com/players/player.php?p=gramlto01
558.,Davey Lopes,,80.045,05-03-1945,09-22-1972,10-04-1987,https://www.baseball-almanac.com/players/player.php?p=lopesda01
559.,Rene Lachemann,,80.044,05-04-1945,05-04-1965,06-08-1968,https://www.baseball-almanac.com/players/player.php?p=lachere01
560.,Jimmy Rosario,,80.043,05-05-1945,04-08-1971,06-21-1976,https://www.baseball-almanac.com/players/player.php?p=rosarji01
561.,Bill Dillman,,80.023,05-25-1945,04-14-1967,07-18-1970,https://www.baseball-almanac.com/players/player.php?p=dillmbi01
562.,Blue Moon Odom,,80.019,05-29-1945,09-05-1964,08-17-1976,https://www.baseball-almanac.com/players/player.php?p=odombl01
563.,Chip Coulter,,80.012,06-05-1945,09-18-1969,10-01-1969,https://www.baseball-almanac.com/players/player.php?p=coultch01
564.,George Mitterwald,,80.010,06-07-1945,09-15-1966,09-24-1977,https://www.baseball-almanac.com/players/player.php?p=mittege01
565.,Gary Jones,,80.005,06-12-1945,09-25-1970,07-15-1971,https://www.baseball-almanac.com/players/player.php?p=jonesga01
566.,Jerry Kenney,,79.352,06-30-1945,09-05-1967,04-19-1973,https://www.baseball-almanac.com/players/player.php?p=kenneje01
567.,Otis Thornton,,79.352,06-30-1945,07-06-1973,07-06-1973,https://www.baseball-almanac.com/players/player.php?p=thornot01
568.,Billy Rohr,,79.351,07-01-1945,04-14-1967,06-26-1968,https://www.baseball-almanac.com/players/player.php?p=rohrbi01
569.,Chuck Goggin,,79.345,07-07-1945,09-08-1972,09-22-1974,https://www.baseball-almanac.com/players/player.php?p=goggich01
570.,Jim Ollom,,79.344,07-08-1945,09-03-1966,09-15-1967,https://www.baseball-almanac.com/players/player.php?p=ollomji01
571.,Hal McRae,,79.342,07-10-1945,07-11-1968,07-17-1987,https://www.baseball-almanac.com/players/player.php?p=mcraeha01
572.,Andy Messersmith,,79.315,08-06-1945,07-04-1968,06-01-1979,https://www.baseball-almanac.com/players/player.php?p=messean01
573.,Duffy Dyer,,79.306,08-15-1945,09-21-1968,04-15-1981,https://www.baseball-almanac.com/players/player.php?p=dyerdu01
574.,Jan Dukes,,79.305,08-16-1945,09-06-1969,07-22-1972,https://www.baseball-almanac.com/players/player.php?p=dukesja01
575.,Jerry DaVanon,,79.300,08-21-1945,04-11-1969,05-04-1977,https://www.baseball-almanac.com/players/player.php?p=davanje01
576.,Tommy Dean,,79.291,08-30-1945,09-17-1967,09-30-1971,https://www.baseball-almanac.com/players/player.php?p=deanto01
577.,Ossie Blanco,,79.282,09-08-1945,05-26-1970,06-09-1974,https://www.baseball-almanac.com/players/player.php?p=blancos01
578.,Rick Wise,,79.277,09-13-1945,04-18-1964,04-10-1982,https://www.baseball-almanac.com/players/player.php?p=wiseri01
579.,Curtis Brown,,79.276,09-14-1945,05-27-1973,05-27-1973,https://www.baseball-almanac.com/players/player.php?p=browncu02
580.,Hector Torres,,79.274,09-16-1945,04-10-1968,10-02-1977,https://www.baseball-almanac.com/players/player.php?p=torrehe01
581.,Mike Jurewicz,,79.270,09-20-1945,09-07-1965,09-28-1965,https://www.baseball-almanac.com/players/player.php?p=jurewmi01
582.,Bill Hepler,,79.265,09-25-1945,04-23-1966,10-02-1966,https://www.baseball-almanac.com/players/player.php?p=heplebi01
583.,Dave Duncan,,79.264,09-26-1945,05-06-1964,10-01-1976,https://www.baseball-almanac.com/players/player.php?p=duncada01
584.,Gene Ratliff,,79.262,09-28-1945,05-15-1965,08-08-1965,https://www.baseball-almanac.com/players/player.php?p=ratlige01
585.,Rod Carew,,79.259,10-01-1945,04-11-1967,10-05-1985,https://www.baseball-almanac.com/players/player.php?p=carewro01
586.,Dick Bates,,79.253,10-07-1945,04-27-1969,04-27-1969,https://www.baseball-almanac.com/players/player.php?p=batesdi01
587.,Bob Stinson,,79.249,10-11-1945,09-23-1969,08-01-1980,https://www.baseball-almanac.com/players/player.php?p=stinsbo01
588.,Jim Palmer,,79.245,10-15-1945,04-17-1965,05-12-1984,https://www.baseball-almanac.com/players/player.php?p=palmeji01
589.,Gary Taylor,,79.241,10-19-1945,09-02-1969,09-25-1969,https://www.baseball-almanac.com/players/player.php?p=tayloga01
590.,Mike Lum,,79.233,10-27-1945,09-12-1967,09-30-1981,https://www.baseball-almanac.com/players/player.php?p=lummi01
591.,Roe Skidmore,,79.230,10-30-1945,09-17-1970,09-17-1970,https://www.baseball-almanac.com/players/player.php?p=skidmro01
592.,Dave Bennett,,79.222,11-07-1945,06-12-1964,06-12-1964,https://www.baseball-almanac.com/players/player.php?p=benneda01
593.,Bill Southworth,,79.219,11-10-1945,10-02-1964,10-04-1964,https://www.baseball-almanac.com/players/player.php?p=southbi02
594.,Bill Harrelson,,79.212,11-17-1945,07-31-1968,09-18-1968,https://www.baseball-almanac.com/players/player.php?p=harrebi02
595.,Bobby Tolan,,79.210,11-19-1945,09-03-1965,09-19-1979,https://www.baseball-almanac.com/players/player.php?p=tolanbo01
596.,Rick Monday,,79.209,11-20-1945,09-03-1966,06-20-1984,https://www.baseball-almanac.com/players/player.php?p=mondari01
597.,Denny Riddleberger,,79.207,11-22-1945,09-15-1970,09-24-1972,https://www.baseball-almanac.com/players/player.php?p=riddlde01
598.,Steve Huntz,,79.196,12-03-1945,09-19-1967,06-04-1975,https://www.baseball-almanac.com/players/player.php?p=huntzst01
599.,Larry Bowa,,79.193,12-06-1945,04-07-1970,10-06-1985,https://www.baseball-almanac.com/players/player.php?p=bowala01
600.,Ralph Garr,,79.187,12-12-1945,09-03-1968,06-04-1980,https://www.baseball-almanac.com/players/player.php?p=garrra01
601.,Gil Blanco,,79.184,12-15-1945,04-24-1965,09-22-1966,https://www.baseball-almanac.com/players/player.php?p=blancgi01
602.,Art Kusnyer,,79.180,12-19-1945,09-21-1970,10-01-1978,https://www.baseball-almanac.com/players/player.php?p=kusnyar01
603.,Geoff Zahn,,79.180,12-19-1945,09-02-1973,08-14-1985,https://www.baseball-almanac.com/players/player.php?p=zahnge01
604.,Vince Colbert,,79.179,12-20-1945,05-19-1970,09-16-1972,https://www.baseball-almanac.com/players/player.php?p=colbevi01
605.,Tom Murphy,,79.169,12-30-1945,06-13-1968,05-08-1979,https://www.baseball-almanac.com/players/player.php?p=murphto02
606.,Archie Reynolds,,79.165,01-03-1946,08-15-1968,08-04-1972,https://www.baseball-almanac.com/players/player.php?p=reynoar01
607.,Vern Geishert,,79.158,01-10-1946,08-26-1969,10-02-1969,https://www.baseball-almanac.com/players/player.php?p=geishve01
608.,George Korince,,79.158,01-10-1946,09-10-1966,05-27-1967,https://www.baseball-almanac.com/players/player.php?p=koringe01
609.,Billy Grabarkewitz,,79.150,01-18-1946,04-22-1969,04-25-1975,https://www.baseball-almanac.com/players/player.php?p=grababi01
610.,Vic Correll,,79.132,02-05-1946,10-04-1972,10-01-1980,https://www.baseball-almanac.com/players/player.php?p=correvi01
611.,Norm Miller,,79.132,02-05-1946,09-11-1965,09-16-1974,https://www.baseball-almanac.com/players/player.php?p=milleno01
612.,Larry Burchart,,79.129,02-08-1946,04-10-1969,09-30-1969,https://www.baseball-almanac.com/players/player.php?p=burchla01
613.,Bob Spence,,79.127,02-10-1946,09-05-1969,08-01-1971,https://www.baseball-almanac.com/players/player.php?p=spencbo01
614.,Ken Boswell,,79.114,02-23-1946,09-18-1967,10-01-1977,https://www.baseball-almanac.com/players/player.php?p=bosweke01
615.,Van Kelly,,79.091,03-18-1946,06-13-1969,06-12-1970,https://www.baseball-almanac.com/players/player.php?p=kellyva01
616.,Rickey Clark,,79.088,03-21-1946,04-22-1967,09-07-1972,https://www.baseball-almanac.com/players/player.php?p=clarkri01
617.,Mike Jackson,,79.082,03-27-1946,05-10-1970,07-27-1973,https://www.baseball-almanac.com/players/player.php?p=jacksmi01
618.,Bill Denehy,,79.078,03-31-1946,04-16-1967,09-19-1971,https://www.baseball-almanac.com/players/player.php?p=denehbi01
619.,Rod Gaspar,,79.075,04-03-1946,04-08-1969,07-19-1974,https://www.baseball-almanac.com/players/player.php?p=gasparo01
620.,Sergio Robles,,79.062,04-16-1946,08-27-1972,09-13-1976,https://www.baseball-almanac.com/players/player.php?p=roblese01
621.,Jerry Janeski,,79.060,04-18-1946,04-10-1970,05-28-1972,https://www.baseball-almanac.com/players/player.php?p=janesje01
622.,Tom Hutton,,79.058,04-20-1946,09-16-1966,09-03-1981,https://www.baseball-almanac.com/players/player.php?p=huttoto01
623.,Chuck Machemehl,,79.058,04-20-1946,04-06-1971,05-07-1971,https://www.baseball-almanac.com/players/player.php?p=machech01
624.,Don Buschhorn,,79.049,04-29-1946,05-15-1965,08-03-1965,https://www.baseball-almanac.com/players/player.php?p=buschdo01
625.,Reggie Jackson,,79.030,05-18-1946,06-09-1967,10-04-1987,https://www.baseball-almanac.com/players/player.php?p=jacksre01
626.,Jim Lyttle,,79.028,05-20-1946,05-17-1969,10-03-1976,https://www.baseball-almanac.com/players/player.php?p=lyttlji01
627.,Jim Colborn,,79.026,05-22-1946,07-13-1969,10-01-1978,https://www.baseball-almanac.com/players/player.php?p=colboji01
628.,Dave Robinson,,79.026,05-22-1946,09-10-1970,04-21-1971,https://www.baseball-almanac.com/players/player.php?p=robinda01
629.,Ellie Rodriguez,,79.024,05-24-1946,05-26-1968,10-03-1976,https://www.baseball-almanac.com/players/player.php?p=rodriel01
630.,Skip Jutze,,79.020,05-28-1946,09-01-1972,09-21-1977,https://www.baseball-almanac.com/players/player.php?p=jutzesk01
631.,Dyar Miller,,79.019,05-29-1946,06-09-1975,09-02-1981,https://www.baseball-almanac.com/players/player.php?p=milledy01
632.,Jack Lind,,79.009,06-08-1946,09-10-1974,09-22-1975,https://www.baseball-almanac.com/players/player.php?p=lindja01
633.,Tom Egan,,79.008,06-09-1946,05-27-1965,06-15-1975,https://www.baseball-almanac.com/players/player.php?p=eganto01
634.,Jim Strickland,,79.005,06-12-1946,05-19-1971,09-28-1975,https://www.baseball-almanac.com/players/player.php?p=stricji01
635.,Ken Henderson,,79.002,06-15-1946,04-23-1965,07-19-1980,https://www.baseball-almanac.com/players/player.php?p=hendeke01
636.,Tom Ragland,,79.001,06-16-1946,04-05-1971,09-29-1973,https://www.baseball-almanac.com/players/player.php?p=raglato01
637.,Ozzie Osborn,,78.363,06-19-1946,04-26-1975,09-23-1975,https://www.baseball-almanac.com/players/player.php?p=osboroz01
638.,Greg Sims,,78.354,06-28-1946,04-15-1966,05-19-1966,https://www.baseball-almanac.com/players/player.php?p=simsgr01
639.,Joe Henderson,,78.348,07-04-1946,06-07-1974,07-16-1977,https://www.baseball-almanac.com/players/player.php?p=hendejo01
640.,Rick Kester,,78.345,07-07-1946,08-18-1968,09-27-1970,https://www.baseball-almanac.com/players/player.php?p=kesteri01
641.,George Stone,,78.343,07-09-1946,09-15-1967,09-27-1975,https://www.baseball-almanac.com/players/player.php?p=stonege02
642.,Jerry Terrell,,78.339,07-13-1946,04-14-1973,10-05-1980,https://www.baseball-almanac.com/players/player.php?p=terreje01
643.,Ron Diorio,,78.337,07-15-1946,08-09-1973,04-07-1974,https://www.baseball-almanac.com/players/player.php?p=dioriro01
644.,John Lamb,,78.332,07-20-1946,08-12-1970,09-21-1973,https://www.baseball-almanac.com/players/player.php?p=lambjo01
645.,Bill Zepp,,78.330,07-22-1946,08-12-1969,06-20-1971,https://www.baseball-almanac.com/players/player.php?p=zeppbi01
646.,Harvey Shank,,78.323,07-29-1946,05-16-1970,05-16-1970,https://www.baseball-almanac.com/players/player.php?p=shankha01
647.,Mike Hedlund,,78.310,08-11-1946,05-08-1965,09-30-1972,https://www.baseball-almanac.com/players/player.php?p=hedlumi01
648.,Eddie Leon,,78.310,08-11-1946,09-09-1968,05-04-1975,https://www.baseball-almanac.com/players/player.php?p=leoned01
649.,Ernie McAnally,,78.306,08-15-1946,04-11-1971,09-10-1974,https://www.baseball-almanac.com/players/player.php?p=mcanaer01
